code,level,name_kh,name_en,parent_code
05030702,village,ដំណាក់ពង្រ,Damnak Pungro,050307
05030703,village,ថ្មី,Thmei,050307
05030704,village,អង្គខ្ជាយ,Ang Khcheay,050307
05030705,village,បឹងរនាល,Boeng Roneal,050307
05030706,village,ត្រពាំងស្វាយ,Trapeang Svay,050307
05030707,village,ឯកភាព,Aekakpheap,050307
05030708,village,ដំរីស្លាប់,Damrei Slab,050307
05030709,village,ព្រៃឈើទាល,Prey Chheu Teal,050307
05030710,village,ទួលត្បែង,Tuol Tbaeng,050307
05030711,village,ព្រៃស្មាច់,Prey Smach,050307
05030712,village,តាភោគ,Ta Phouk,050307
05030713,village,ព្រៃកែស,Prey Kaes,050307
05030714,village,ចំការដូង,Chamkar Doung,050307
05030715,village,ព្រៃដំណាក់,Prey Damnak,050307
05030716,village,បឹងចង្រៀក,Boeng Changriek,050307
05030717,village,ជ្រៃវារ,Chrey Vear,050307
05030718,village,ចេកស្រទន់,Chek Sratun,050307
05030719,village,ត្រពាំងជ្រៃ,Trapeang Chrey,050307
050308,commune,រកាកោះ,Roka Kaoh,0503
05030801,village,ដីក្រហម,Dei Kraham,050308
05030802,village,ព្រីងទឹក,Pring Tuek,050308
05030803,village,ដូនអៀត,Doun Iet,050308
05030804,village,ព្រៃតាអូក,Prey Ta Ouk,050308
05030805,village,ព្រៃពង្រ,Prey Punro,050308
05030806,village,តារោង,Ta Roung,050308
05030807,village,អូរតាពូង,Ou Ta Pung,050308
05030808,village,ស្រែធ្លក,Srae Thlok,050308
05030809,village,ព្រៃខ្វាវ,Prey Khvav,050308
05030810,village,ដំដែក,Dam Daek,050308
05030811,village,រកាកោះ,Roka Kaoh,050308
05030812,village,ជៃកាកួន,Chey Ta Kuon,050308
050309,commune,ស្តុក,Sdok,0503
05030901,village,ក្រាំងខ្លុង,Krang Khlong,050309
05030902,village,ត្រពាំងលើក,Trapeang Leuk,050309
05030903,village,ព្រៃចង្វា,Prey Changva,050309
05030904,village,,fn Sdok,050309
05030905,village,ចេក,Chek,050309
05030906,village,ព្រៃចារ,Prey Char,050309
05030907,village,បឹងត្រាវ,Boeng Trav,050309
05030908,village,ត្រាំកង់,Tram Kang,050309
05030909,village,ព្រៃខ្វាវ,Prey Khvav,050309
05030910,village,ប៉ុកតង់,Pok Tang,050309
05030911,village,ព្រៃអន្ទាវ,Prey Anteav,050309
05030912,village,ត្រពាំងកកោះ,Trapeang Kakaoh,050309
05030913,village,បេង,Beng,050309
05030914,village,ដូង,Doung,050309
05030915,village,ថ្មី,Thmei,050309
05030916,village,បឹងព័ទ្ធ,Boeng Poat,050309
05030917,village,ត្រពាំងព្រលឹត,Trapeang Proluet,050309
05030918,village,ត្រពាំងស្រស់,Trapeang Sras,050309
050310,commune,ស្នំក្រពើ,Snam Krapeu,0503
05031001,village,ត្រាំខ្នារ,Tram Khnar,050310
05031002,village,ត្រពាំងដា,Trapeang Da,050310
05031003,village,ត្រពាំងស្ទង,Trapeang Stong,050310
05031004,village,ត្រពាំងធ្លក,Trapeang Thlok,050310
05031005,village,ស្នួល,Snuol,050310
05031006,village,សូគង,Soykung,050310
05031007,village,សំរោង,Samraong,050310
05031008,village,ឬស្សីស្រុក,Ruessei,050310
05031009,village,ក្រាំងពន្លៃ,Krang Punley,050310
05031010,village,ក្រាំងកណ្តាល,Krang Kandal,050310
05031011,village,អង្គកន្ទច,Ang Kantoch,050310
05031012,village,ថ្ម ស,Thma Sa,050310
05031013,village,ព្រៃតាមួច,Prey Ta Muoch,050310
05031014,village,ព្រៃនូក,Prey Nuk,050310
05031015,village,កក់ក្រពើ,Kak Krapeu,050310
05031016,village,ក្រាំងគ្រួស,Krang Kruos,050310
05031017,village,បល្ល័ង្គរាជា,Ballang Reachea,050310
05031018,village,ព្រៃកំបោរ,Prey Kambaor,050310
05031019,village,ត្រពាំងវែង,Trapeang Veaeng,050310
05031020,village,អណ្តូងច្រុះ,Andoung Chroh,050310
05031021,village,ត្រពាំងមាន,Trapeang Mean,050310
05031022,village,ត្រើយត្រក,Traeuy Trak,050310
05031023,village,ថ្លុកមាន,Thlok Mean,050310
05031024,village,ម្កាក់,Mkak,050310
050311,commune,ស្រង់,Srang,0503
05031101,village,អូរពង្រ,Ou Pongro,050311
05031102,village,អណ្តូងប្រាំង,Andoung Prang,050311
05031103,village,អូរតាវ៉ាម,Ou Ta Vam,050311
05031104,village,រលាំងទឹក,Roleang Tuek,050311
05031105,village,ថ្លុកដូនស,Thlok Doun Sa,050311
05031106,village,ត្រពាំងថ្ម,Trapeang Thma,050311
05031107,village,ស្រង់,Srang,050311
05031108,village,ស្វាយ,Svay,050311
05031109,village,ត្របែកទូង,Trabaek Tung,050311
05031110,village,ក្រាំងឃ្នង,Krang Khnong,050311
05031111,village,អង្គដូនតី,Ang Doun Tei,050311
05031112,village,ស្លា,Sla,050311
05031113,village,ស្វាយជ្រុំ,Svay Chrum,050311
05031114,village,វាល,Veal,050311
05031115,village,ត្រពាំងត្រាច,apeang Trach,050311
05031116,village,ស្រែមាន់,Srae Moan,050311
05031117,village,ភែក,Pheaek,050311
05031118,village,ពង្រ,Pungro,050311
050312,commune,ទឹកល្អក់,Tuek L'ak,0503
05031201,village,ច្រេស,Chres,050312
05031202,village,ចំបក់ក្អែរ,Chambak K'ae,050312
05031203,village,សន្លង់,Sanlang,050312
05031204,village,អង្គដូនពិស,ng Doun Pis,050312
05031205,village,,Pravoek Pong,050312
05031206,village,ក្បាលដំរី,Kbal Damrei,050312
05031207,village,បឹងងោង,Boeng Ngoung,050312
05031208,village,ព្រៃកន្ទោច,Prey Kantouch,050312
05031209,village,តាងៅ,Ta Ngov,050312
05031210,village,ស្នូលជ្រុំ,Snuol Chrum,050312
05031211,village,គរ,Kor,050312
05031212,village,ត្រាវ,Trav,050312
050313,commune,វាល,Veal,0503
05031301,village,ត្បូងភ្នំ,Tboung Phnum,050313
05031302,village,ត្រាវ,Trav,050313
05031303,village,ក្រសាំងជីមែ,Krasang Chi Meae,050313
05031304,village,ព្រៃស្ដេច,Prey Sdach,050313
05031305,village,ព្រៃខ្លុង,Prey Khlong,050313
05031306,village,ព្រៃខ្ញែ,Prey Khnhae,050313
05031307,village,ព្រៃទទឹងខាងលិច,Prey Totueng Khang Lech,050313
05031308,village,ត្រពាំងពោធិ៍,Trapeang Pou,050313
05031309,village,ព្រៃទទឹងខាងកើត,Prey Totueng Khang Kaeut,050313
05031310,village,ថ្មបាំង,Thma Bang,050313
05031311,village,តាយ៉ង,Ta Yang,050313
05031312,village,ព្រៃជ្រៃ,Prey Chrey,050313
05031313,village,ត្រពាំងវែង,Trapeang Veaeng,050313
05031314,village,ទួលល្វា,Tuol Lvea,050313
05031315,village,ឈើទាលជ្រុំ,Chheu Teal Chrum,050313
05031316,village,ព្រៃស្បាត,Prey Sbat,050313
05031317,village,ទួលខ្ពស់,Tuol Khpuos,050313
05031318,village,ត្បូងបឹង,Tboung Boeng,050313
05031319,village,ក្រាំងទាវ,Krang Teav,050313
05031320,village,លិចបឹង,Lech Boeng,050313
05031321,village,ព្រៃស្បូវ,Prey Sbouv,050313
05031322,village,ចាម,Cham,050313
0504,district,​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​​ស្រុក ឱរ៉ាល់,Aoral,05
050401,commune,ហោងសំណំ,Haong Samnam,0504
05040101,village,តាំងរបង,Tang RObang,050401
05040102,village,ចំប៉ី,Champei,050401
05040103,village,ដីឆ្នាំង,Dei Chhnang,050401
05040104,village,ក្រាំងតាវ៉ា,Krang Ta Va,050401
05040105,village,ក្រាំងគគីរ,Krang Kokir,050401
05040106,village,ក្រាំង,Krang,050401
05040107,village,ព្រៃទទឹង,Prey Totueng,050401
05040108,village,មនោរម្យ,Meaknourum,050401
05040109,village,ទួលធ្នង់,Tuol Thnung,050401
050402,commune,រស្មីសាមគ្គី,Reaksmei Sammeakki,0504
05040201,village,រស្មី,Reaksmei,050402
05040202,village,សាមគ្គី,Sammeakki,050402
05040203,village,ព្រៃមៀន,Prey Mien,050402
05040204,village,អូរផ្តៅ,Ou Phdau,050402
05040205,village,ពាមរស់,Peam Ruos,050402
05040206,village,ព្រៃធំ,Prey Thum,050402
05040207,village,ពស់វែក,Puos Vaek,050402
05040208,village,សង្កែជ្រុំ,Sangkae Chrum,050402
050403,commune,ត្រពាំងជោ,Trapeang Chou,0504
05040301,village,ព្រៃផ្តៅ,Prey Phdau,050403
05040302,village,ផ្លូវគោ,Phlouv Kou,050403
05040303,village,ច្រកទៀក,Chrak Tiek,050403
05040304,village,ពាមល្វា,Peam Lvea,050403
05040306,village,ល្ងឹម,Lnguem,050403
05040311,village,ត្រពាំងអង្គ្រង,Trapeang Angkrong,050403
05040312,village,ឈើទាលជ្រុំ,Chheu Teal Chrum,050403
05040313,village,អូរតោង,Ou Taong,050403
05040314,village,ស្វាយទាប,Svay Teab,050403
05040315,village,ក្រវៀក,Kraviek,050403
05040316,village,សំរោង,Samraong,050403
05040317,village,ក្បាលដំរី,Kbal Damrei,050403
05040318,village,ចំបក់,Chambak,050403
05040319,village,់ ត្រាង,Trang,050403
05040320,village,តានិល,Ta Nil,050403
05040321,village,កោរដូនតី,Kao Doun Tei,050403
05040322,village,ពុទ្រា,Putrea,050403
05040323,village,ក្រាំងធ្នង់,Krang Thnung,050403
050404,commune,សង្កែសាទប,Sangkae Satob,0504
05040401,village,ជំនាប់,Chumnoab,050404
05040402,village,ពាម,Peam,050404
05040403,village,ព្រីងកោង,Pring Kaong,050404
05040404,village,យ៉ាងពិស,Yang Pis,050404
05040405,village,តាំងស្រឹង,Tang Sroeng,050404
05040406,village,ទួលឈីនាង,Tuol Chheu Neang,050404
05040407,village,តាមិញ,Ta Minh,050404
05040408,village,កន្ទួត,Kantuot,050404
05040409,village,តាដែស,Ta Daes,050404
05040410,village,ដំបងវេញ,Dambang Vinh,050404
05040411,village,គោក,Kouk,050404
05040412,village,ក្រាំងពង្រ,Krang Pungro,050404
05040413,village,ផ្សារកន្ទួត,Phsar Kantuot,050404
05040414,village,ស្រែវៀន,Srae Vien,050404
05040415,village,ត្រពាំងគង,Trapeang Kong,050404
050405,commune,តាសាល,Ta Sal,0504
05040501,village,តាសាល,Ta Sal,050405
05040502,village,អន្លង់សង្កែ,Anlung Sangkae,050405
05040503,village,កោះរុន,Kaoh Run,050405
05040504,village,ក្នុងអាយ,Knong Ay,050405
05040505,village,រោងម៉ាស៊ីន,Roung Masin,050405
05040506,village,ត្រពាំងធ្ញៀ,Trapeang Thmie,050405
05040507,village,ដូង,Doung,050405
05040509,village,កំប៉េះ,Kampeh,050405
05040510,village,តាំងបំពង់,Tang Bampung,050405
05040511,village,កេះ,keh,050405
05040512,village,ជាំ,Choam,050405
05040513,village,សុរិយា,Souriya,050405
05040514,village,ក្រៀលពង,Kriel Pong,050405
05040515,village,ដូនជន់,Doun Chun,050405
05040516,village,ថ្មី,Thmei,050405
05040517,village,រមាំង ស,Romeang Sa,050405
05040518,village,អូរអញ្ចា,Ou Anhcha,050405
0506,district,ភ្នំស្រួច,Phnum Sruoch,05
050601,commune,ចំបក់,Chambak,0506
05060101,village,ក្រាំងចេក,Krang Chek,050601
05060102,village,បេង,Beng,050601
05060103,village,ថ្មី,Thmei,050601
05060104,village,ចំបក់ដង្គំ,Chambak Dangkum,050601
050602,commune,ជាំសង្កែ,Choam Sangkae,0506
05060201,village,ក្បាលទឹកលើ,Kbal Tuek Leu,050602
05060202,village,ដូង,Doung,050602
05060203,village,តានៃ,Ta Ney,050602
05060204,village,ព្រៃឬស្សី,Prey Ruessei,050602
05060205,village,ក្បាលទឹកក្រោម,Kbal Tuek Kraom,050602
05060206,village,ថ្មី,Thmei,050602
05060207,village,សាលា,Sala,050602
05060208,village,រស្មីសាមគ្គី,Reaksmei Sammeakki,050602
05060209,village,ច្រាបក្រសាំង,Chrab Krasang,050602
050603,commune,ដំបូករូង,Dambouk Rung,0506
05060301,village,ពាមខ្វាវ,Peam Khvav,050603
05060302,village,សំបួរ,Sambuor,050603
05060303,village,ដំណាក់ត្រាច,Damnak Trach,050603
05060304,village,មានជ័យ,Mean Chey,050603
05060305,village,ដំបូករូង,Dambouk Rung,050603
05060306,village,ត្រពាំងខ្លុង,Trapeang Khlong,050603
05060307,village,មានសសិរី,Mean Saserei,050603
05060308,village,ទឹកថ្លា,Tuek Thla,050603
050604,commune,គិរីវន្ត,Kiri Voan,0506
05060401,village,ត្រពាំងក្រឡឹង,Trapeang Kraloeng,050604
05060402,village,ត្រពាំងអត់ទឹក,Trapeang At Tuek,050604
05060403,village,ក្រាំងច្រេស,Krang Chres,050604
05060404,village,ក្រាំងប្រស្រុក,Krang Prasrok,050604
05060405,village,ក្រាំងសេរី,Krang Serei,050604
05060406,village,ក្រាំងខ្វាវ,Krang Khvav,050604
05060407,village,ក្រាំងពន្លៃ,Krang Punley,050604
05060408,village,ផ្សារត្រពាំងក្រឡឹង,Phsar Trapeang Kraloeng,050604
05060409,village,ក្រាំងស្យា,Krang Sya,050604
050605,commune,ក្រាំងដីវ៉ាយ,Krang Dei Vay,0506
05060501,village,បន្ទាយរកា,Bonteay Rokar,050605
05060502,village,ក្រសាំងខ្ពស់,Krasang Khpuos,050605
05060503,village,ត្រពាំងប្រិយ៍,Trapeang Prei,050605
05060504,village,ក្រាំងគរ,Krang Kor,050605
05060505,village,ក្រាំងក្រូច,Krang Krouch,050605
05060506,village,ដក់ពរ,Dak Por,050605
05060507,village,ព្រៃទទឹង,Prey Totueng,050605
05060508,village,ដូង,Doung,050605
05060509,village,ព្រៃកាហៀច,Prey Ka Hiech,050605
050606,commune,មហាសាំង,Moha Sang,0506
05060601,village,ភក់,Phuok,050606
05060602,village,បន្ទាប់,Bantoab,050606
05060603,village,ត្រពាំងឱប,Trapeang Aob,050606
05060604,village,ក្រាំងថ្នល់,Krang Thnal,050606
05060605,village,អន្លង់ថ្លឹង,Anlung Thloeng,050606
05060606,village,ក្រាំងចចាត,Krang Chachat,050606
05060607,village,ក្រឡាញ់,Kralanh,050606
05060608,village,ក្រាំងក្តី,Krang Kdei,050606
05060609,village,ក្រាំងជ្រែ,Krang Chreae,050606
05060610,village,តាព្រះ,Ta Preah,050606
05060611,village,ច្រកត្រាច,Chrak Trach,050606
05060612,village,តាមេញ,Ta Menh,050606
05060613,village,ត្រពាំងក្រឡាញ់,Trapeang Kralanh,050606
05060614,village,ព្រៃស្តុក,Prey Sdok,050606
05060615,village,ស្លែង,Slaeng,050606
05060616,village,កណ្តាល,Kandal,050606
05060617,village,សំបួរ,Sambuor,050606
05060618,village,ទួលសេរី,Tuol Serei,050606
05060619,village,តាំងរងៀង,Tang Rongieng,050606
05060620,village,ទួលថ្មី,Tuol Thmei,050606
05060621,village,ប្រាសាទ,Prasat,050606
05060622,village,ក្រាំងដូង,Krang Doung,050606
05060623,village,ទួល,Tuol,050606
05060624,village,ក្បាលថ្នល់,Kbal Thnal,050606
05060625,village,សេរីវ័ន្ត,Sereivaon,050606
05060626,village,ក្រាំងល្ហុង,Krang Lhong,050606
050607,commune,អូរ,Ou,0506
05060701,village,ក្រាំងតាតន់,Krang Ta Ton,050607
05060702,village,អំពៅ,Ampov,050607
05060703,village,កូនត្រុំ,Koun Trom,050607
05060704,village,ក្រាំងភ្នៅ,Krang Phnov,050607
05060705,village,ក្រាំងចោទ,Krang Chaot,050607
05060706,village,ព្រៃទទឹង,Prey Totueng,050607
05060707,village,រលួស,Roluos,050607
05060708,village,រំដួល៨៨,Rumduol Paetprambei,050607
05060709,village,អូរល្វា,Ou Lvea,050607
05060710,village,ស្វាយជ្រំ,Svay Chrum,050607
05060711,village,ព្រៃច្រេស,Prey Chres,050607
05060712,village,តាឡាត់ចាស់,Ta Lat Chas,050607
05060713,village,ចេក,Chek,050607
05060714,village,ផ្សារតាឡាត់,Phsar Ta Lat,050607
05060715,village,ក្រាំងសំរ៉ែ,Krang Samrae,050607
05060716,village,តាឡាត់ថ្មី,Ta Lat Thmei,050607
05060717,village,តាវ៉ា,Tava,050607
05060718,village,ព្រៃស្រោង,Prey Sraong,050607
05060719,village,ក្រាំងពោធិ៍,Krang Pou,050607
05060720,village,កុមារពេទ្យ,Komar Paet,050607
05060721,village,ត្រពាំងស្តុកគ្រូ,Trapeang Sdok Kru,050607
05060722,village,ក្រាំងរលួស,Krang Roluos,050607
050608,commune,ព្រៃរំដួល,Prey Rumduol,0506
05060801,village,ជន្លង់ម្លូ,Chunlung Mlu,050608
05060802,village,គីរីរស្មី,Kiri Reaksmei,050608
05060803,village,ព្រំតោស,Prum Taos,050608
05060804,village,រំដួលថ្មី,Rumduol Thmei,050608
05060805,village,កាប់ទូក,Kab Tuk,050608
05060806,village,អូរមុខទឹក,Ou Mukh Tuek,050608
05060807,village,ព្រៃរមៀត,Prey Romiet,050608
050609,commune,ព្រៃក្មេង,Prey Kmeng,0506
05060901,village,ប្រិយ៍,Prei,050609
05060902,village,ស្រែត្រពាំង,Srae Trapeang,050609
05060903,village,គ្រៀលបួស,Kriel Buos,050609
05060904,village,ដីក្រហម,Dei Kraham,050609
05060905,village,ព្រៃឈើទាល,Pry Chheu Teal,050609
05060906,village,ព្រៃក្បុង,Prey Kbong,050609
05060907,village,ជ័យថ្មី,Chey Thmei,050609
05060908,village,កណ្តាល,Kandal,050609
050610,commune,តាំងសំរោង,Tang Samraong,0506
05061001,village,ក្រាំងធំ,Krang Thum,050610
05061002,village,ក្រាំងបឹង,Krang Boeng,050610
05061003,village,ស្រែជ្រៅ,Srae Chrov,050610
05061004,village,តាំងសំរោង,Tang Samraong,050610
05061005,village,ខ្នងក្រាំង,Khnang Krang,050610
05061006,village,ថ្មី,Thmei,050610
05061007,village,ស្តុកជ្រៃ,Sdok Chrey,050610
05061008,village,កណ្តាល,Kandal,050610
05061009,village,ជ្រៃសែនជ័យ,Chrey Saen Chey,050610
05061010,village,តាយ៉ូវ,Ta Youy,050610
050611,commune,តាំងស្យា,Tang Sya,0506
05061101,village,ឈើនាងខ្ពស់,Chheu Neang Khpuos,050611
05061102,village,ច្រកខ្លា,Chrak Khla,050611
05061103,village,កណ្តោលកោង,Kandaol Kaong,050611
05061104,village,តាំងស្យា,Tang Sya,050611
05061105,village,គីរីរស្មី,Kiri Reaksmei,050611
05061106,village,តាំងស្រឡៅ,Tang Sralau,050611
05061107,village,ជ្រែ,Chreae,050611
05061108,village,ក្រាំងតាកន,Krang Ta Kan,050611
05061109,village,ក្រាំងខ្ជាយ,Krang Khcheay,050611
05061110,village,ព្រំរលក,Prum Rolok,050611
05061111,village,ពង្រ,Pungro,050611
05061112,village,សំបួរ,Sambuor,050611
05061113,village,ដីដុះ,Dei Doh,050611
05061114,village,មាត់សាយ,Moat Say,050611
05061115,village,ត្នោតព្រែក,Tnaot Preaek,050611
05061116,village,ក្អែកពង,K'aek Pong,050611
05061117,village,ក្រាំងស្លែង,,050611
050613,commune,ត្រែងត្រយឹង,Traeng Trayueng,0506
05061301,village,ភូមិទី ១,Phum Ti Muoy,050613
05061302,village,ភូមិទី ២,Phum Ti Pir,050613
05061304,village,ភូមិទី ៤,Phum Ti Buon,050613
05061305,village,ភូមិទី ៥,Phum Ti Pram,050613
05061307,village,ពាមទុង,Peam Tung,050613
05061308,village,ប្រសព្វជុំ,Prasab Chum,050613
05061309,village,ស្បែកព្រាល,Sbaek Preal,050613
05061310,village,ដំបូកខ្ពស់,Dambouk Khpuos,050613
05061311,village,អូរកូនត្រុំ,Ou Koun Trom,050613
05061312,village,ដើមផ្អៀក,Daeum Phdiek,050613
05061317,village,ផ្សារត្រែងត្រយឹង,Phsar Traeng Trayueng,050613
050614,commune,យាយម៉ៅពេជ្រនិល,Yeay Mau Pech Nil,0506
05061401,village,ភូមិទី ៣,Phum Ti Bei,050614
05061402,village,ភូមិទី ៦,Phum Ti Prammuoy,050614
05061403,village,ចំការចេក,Chamkar Chek,050614
05061404,village,ទឹកចេញ,Tuek Chenh,050614
05061405,village,ព្រីង,Pring,050614
05061406,village,កងមាស,Kang Meas,050614
05061407,village,វ៉ាលធំ,Veal Thum,050614
05061408,village,សម្បទានសែនជ័យ,Sampaktean Saen Chey,050614
05061409,village,ស្រល់,Sral,050614
0507,district,ស្រក សំរោងទង,Samraong Tong,05
050701,commune,រលាំងចក,Roleang Chak,0507
05070101,village,អំពិលផ្អែម,Ampil Ph'aem,050701
05070102,village,វាល,Veal,050701
05070103,village,បាក់ធ្មេញ,Bak Thmenh,050701
05070104,village,ព្រីង,Pring,050701
05070105,village,លាក់អន្លូង,Leak Anlung,050701
05070106,village,តាកេរ្តិ៍,Ta Ker,050701
05070107,village,ក្រាំងស្ពឺ,Krang Spueu,050701
05070108,village,ក្រាំងធំ,Krang Thum,050701
05070109,village,ស្រែចែង,Srae Chaeng,050701
05070110,village,សៅកែ,Saukae,050701
05070111,village,ថ្មី,Thmei,050701
05070112,village,ពោធិ៍,Pou,050701
05070113,village,មហាលាភ,Mohaleaoh,050701
05070114,village,ព្រៃក្តី,Prey Kdei,050701
05070115,village,អណ្តូងប្រេង,Andoung Preng,050701
05070116,village,ស្រែកក់,Srae Kak,050701
05070117,village,ត្រពាំងថ្ម,Trapeang Thma,050701
05070118,village,បន្លាស្អិត,Banla S'et,050701
05070119,village,ជ្រលងផ្លូវ,Chrolong Thkouv,050701
050702,commune,កាហែង,Kahaeng,0507
05070201,village,ព្រៃកំពោង,Prey Kampoung,050702
05070202,village,ព្រៃក្តី,Prey Kdei,050702
05070203,village,ត្រាច,Trach,050702
05070204,village,ត្រពាំងអាង,Trapeang Ang,050702
05070205,village,ព្រះខែ,Preah Khae,050702
05070206,village,ត្រពាំងជ្រៅ,Trapeang Chrov,050702
05070207,village,វំល្លិប្រេង,Voa Preng,050702
05070208,village,ពង្រធំ,Pungro Thum,050702
05070209,village,ទំពូង,Tumpung,050702
05070210,village,រលាំងជ្រៃ,Roleang Chrey,050702
05070211,village,គោករំលិច,Kouk Rumlich,050702
05070212,village,កាហែង,Kahaeng,050702
05070213,village,បុស្សតានៃ,Bos Ta Ney,050702
05070214,village,អូរវែង,Ou Veaeng,050702
05070215,village,ទ្ប,la,050702
050703,commune,ខ្ទុំក្រាំង,Khtum Krang,0507
05070301,village,ស្រីសំពោង,Srei Sampoung,050703
05070302,village,ក្បាលត្រឡាច,Kbal Tralach,050703
05070303,village,ពេជ្រសង្វា,Pech Sangva,050703
05070304,village,សង្កែជ្រំ,Sangkae Chrum,050703
05070305,village,ខាន,Khvan,050703
05070306,village,សប់ង៉,Sab Nga,050703
05070307,village,សុវណ្ណគីរី,Sovan Kiri,050703
05070308,village,យស់ជោ,Yuos Chou,050703
05070309,village,ច្រកបានសុខ,Chrak Ban Sokh,050703
05070310,village,កាហុន,Kahun,050703
05070311,village,ថ្លុករាំង,Thlok Reang,050703
05070312,village,ព្រៃនរា,Prey Norea,050703
05070313,village,ឯកភាព,Aekkakpheap,050703
05070314,village,តាសាល,Tasal,050703
050704,commune,ក្រាំងអំពិល,Krang Ampil,0507
05070401,village,រលួស,Roluos,050704
05070402,village,ថ្នល់បត់,Thnal Bat,050704
05070403,village,តានង់,Ta Nung,050704
05070404,village,ថ្លុកដូនសុខ,Thlok Doun Sokh,050704
05070405,village,ស្រែផ្សរ,Srae Phsa,050704
05070406,village,ក្តុល,Kdol,050704
05070407,village,ព្រៃឈើទាល,Prey Chheu Teal,050704
05070408,village,អង្វែរ,Angvae,050704
05070409,village,ចំការវាល,Chamkar Veal,050704
05070410,village,អន្លង់ពពាយ,Anlung Popeay,050704
05070411,village,ត្រពាំងក្រសាំង,Trapeang Krasang,050704
05070412,village,អូរទំនាប,Ou Tumneab,050704
05070413,village,អូរសំបួរ,Ou Sambuor,050704
05070414,village,ត្រពាំងកក់,Trapeang Kak,050704
05070415,village,តានាង,Ta Neang,050704
050705,commune,ព្នាយ,Pneay,0507
05070501,village,តាំងក្រសាំង,Tang Krasang,050705
05070502,village,បាទី,Bati,050705
05070503,village,ត្រពាំងអូល,Trapeang Oul,050705
05070504,village,ក្រាំងស្នួល,Krang Snuol,050705
05070505,village,ត្រពាំងតាមាន់,Trapeang Ta Moan,050705
05070506,village,តាំងតាឡាត់,Tang Ta Lat,050705
05070507,village,ត្នោតជ្រំ,Tnaot Chrum,050705
05070508,village,អូរលើ,Ou Leu,050705
05070509,village,អូរក្រោម,Ou Kraom,050705
05070510,village,ទ្រា,Trea,050705
05070511,village,ដំឡូងខ្យា,Damloung Khya,050705
05070512,village,ព្រៃសំបុក,Prey Sambok,050705
05070513,village,ពោធិ៍,Pou,050705
05070514,village,ក្រាំងតារ័ត្ន,Krang Ta Roat,050705
05070515,village,គោកមានជ័យ,Kouk Mean Chey,050705
05070516,village,អង្គរជា,Angkor Chea,050705
05070517,village,បេង,Beng,050705
05070518,village,សំពៅ ង,Sampov Ngo,050705
05070519,village,ព្នាយ,Pneay,050705
050706,commune,រលាំងគ្រើល,Roleang Kreul,0507
05070601,village,រលាំងគ្រើល,Roleang Kreul,050706
05070602,village,កណ្ដោលផើម,Kandal Phaeum,050706
05070603,village,កំណប់,Kamnab,050706
05070604,village,ចំបក់ផ្អែម,Chambak Ph'aem,050706
05070605,village,ចំការបុស្ស,Chamkar Bos,050706
05070606,village,សំបួរ,Sambuor,050706
05070607,village,ត្រពាំងសាប,Trapeang Sab,050706
05070608,village,ត្រពាំងខ្យង,Trapeang Khyang,050706
05070609,village,ឈើទាលក្រោម,Chheu Teal Kraom,050706
05070610,village,ព្រៃសាលា,Prey Sala,050706
05070611,village,អង្គតានន,Ang Ta Non,050706
05070612,village,ក្រាំងស្វាយ,Krang Svay,050706
05070613,village,ដែកភ្លើង,Daek Phleung,050706
05070614,village,ឈើទាលលើ,Chheu Teal Leu,050706
05070615,village,ត្រពាំងតាឯក,Trapeang Ta Aek,050706
05070616,village,ឬស្សីស្រុក,Ruessei Srok,050706
05070617,village,រលាំងចក,Roleang Chak,050706
05070618,village,អង្គមេត្រី,Ang Metrei,050706
05070619,village,ស្រួល,Sroul,050706
05070620,village,រំលេច,Rumlich,050706
05070621,village,ស្ពានតោ,Spean Tao,050706
05070622,village,ត្រពាំងត្រាវ,Trapeang Trav,050706
05070623,village,ដូនទ្រីទី១,Doun Tri Ti Muoy,050706
05070624,village,ដូនទ្រីទី២,Doun Tri Ti Pir,050706
05070625,village,ត្រពាំងកកោះ,Trapeang Kakaoh,050706
05070626,village,រវាង,Roveang,050706
050707,commune,សំរោងទង,Samraong Tong,0507
05070701,village,ត្រពាំងលែង,Trapeang Leaeng,050707
05070702,village,ទន្លេកន្ទិល,Tonle Kantil,050707
05070703,village,របងច្រុះ,Robang Chroh,050707
05070704,village,រោងគោ,Roung Kou,050707
05070705,village,អង្គរជា,Angkor Chea,050707
05070706,village,ត្រពាំងត្រស់,Trapeang Tras,050707
05070707,village,អង្គទន្លាប់,Ang Tumloab,050707
05070708,village,សំរោងទងកណ្តាល,Samraong Tong Kandal,050707
05070709,village,ត្រពាំងជួន,Trapeang Chuon,050707
05070710,village,សំរោងទងក្រោម,Samraong Tong Kraom,050707
05070711,village,សំរោងទងលើ,Samraong Tong Leu,050707
05070712,village,ត្រពាំងតាឡាត់,Trapeang Ta Lat,050707
05070713,village,ចង្ក្រានដែក,Changkran Daek,050707
05070714,village,សុភី,Sophi,050707
05070715,village,ចុងបឹង,Chong Boeng,050707
05070716,village,ត្រពាំងព្រូស,Trapeang Prus,050707
05070717,village,កែវមុនី,Kaev Muni,050707
05070718,village,អណ្តូង,Andoung,050707
050708,commune,សំបូរ,Sambour,0507
05070801,village,អង្គតាឡឹក ‘Ang,Ta Loek,050708
05070802,village,ក្រាំងលាវ,Krang Leav,050708
