code,level,name_kh,name_en,parent_code
01,province,បន្ទាយមានជ័យ,Banteay Meanchey,
0102,district,មង្គលបុរី,Mangkul Bourei,01
010201,commune,បន្ទាយនាង,Banteay Neang,0102
01020101,village,អូរធំ,Ou Thum,010201
01020102,village,ភ្នំ,Phnum,010201
01020103,village,បន្ទាយនាង,Banteay Neang,010201
01020104,village,គោកព្នៅ,Kouk Pnov,010201
01020105,village,ត្រាង,Trang,010201
01020106,village,ពង្រ,Pungro,010201
01020107,village,គោកទន្លាប់,Kouk Tunloab,010201
01020108,village,ត្របែក,Trabaek,010201
01020109,village,ឃីឡិក,Khilik,010201
01020110,village,សំរោងពេន,Samraong Pen,010201
01020111,village,ដងរុនលិច,Dang Run Lech,010201
01020112,village,ដងរុនកើត,Dang Run Kaeut,010201
01020113,village,អូរស្ងួត,Ou Snguot,010201
01020114,village,ព្រៃចង្ហាលិច,Prey Changha Lech,010201
01020115,village,ព្រៃចង្ហាកើត,Prey Changha Kaeut,010201
01020116,village,អូរអណ្តូងលិច,Ou Andoung Lech,010201
01020117,village,អូរអណ្តូងកណ្តាល,Ou Andoung Kandal,010201
01020118,village,អូរអណ្តូងកើត,Ou Andoung Kaeut,010201
01020119,village,គោកក្ដួច,Kouk Kdouch,010201
010202,commune,បត់ត្រង់,Bat Trong,0102
01020201,village,ខ្ទុម្ពរាយលិច,Khtum Reay Lech,010202
01020202,village,ខ្ទុម្ពរាយកើត,Khtum Reay Kaeut,010202
01020203,village,អន្លង់ថ្ងាន់កើត,Anlung Thngan Kaeut,010202
01020204,village,អន្លង់ថ្ងាន់លិច,Anlung Thngan Lech,010202
01020205,village,បង់បត់លិច,Bang Bat Lech,010202
01020206,village,បង់បត់កើត,Bang Bat Kaeut,010202
01020207,village,បត់ត្រង់,Bat Trang,010202
01020208,village,បត់ត្រង់ធំលិច,Bat Trang Thum Lech,010202
01020209,village,បត់ត្រង់ធំកើត,Bat Trang Thum Kaeut,010202
01020210,village,បត់ត្រង់តូច,Bat Trang Touch,010202
01020211,village,ព្រែកជីក,Preaek Chik,010202
010203,commune,ចំណោម,Chamnaom,0102
01020301,village,ប្រឡាយចារ៍,Pralay Char,010203
01020302,village,រង្វានលិច,Rongvean Lech,010203
01020303,village,រង្វានកើត,Rongvean Kaeut,010203
01020304,village,ចំណោមលិច,Chamnaom Lech,010203
01020305,village,ចំណោមកើត,Chamnaom Kaeut,010203
01020306,village,រោងគោដើម,Roung Kou Daeum,010203
01020307,village,រោងគោកណ្តាល,Roung Kou Kandal,010203
01020308,village,រោងគោចុង,Roung Kou Chong,010203
01020309,village,ពាមរោងគោ,Peam Roung Kou,010203
01020310,village,តាសល់,Ta Sal,010203
01020311,village,ជួរខ្ចាស់,Chuor Khchas,010203
01020312,village,បឹងត្រស់,Boeng Tras,010203
01020313,village,ដងត្រាង,Dang Trang,010203
01020314,village,ស្រែព្រៃ,Srae Prey,010203
01020315,village,បុស្បទន្លាប់,Bos Tunloab,010203
01020316,village,តាប៊ុន,Ta Bun,010203
01020317,village,គោកពន្លៃ,Kouk Punley,010203
01020318,village,សាយសាម៉ន,Saysaman,010203
010204,commune,គោកបល្ល័ង្គ,Kouk Ballang,0102
01020401,village,គោកបល្ល័ង្គ,Kouk Ballang,010204
01020402,village,តាអន,Ta An,010204
01020403,village,ប្រឡាយជ្រៃ,Pralay Chrey,010204
01020404,village,ជើងចាប,Cheung Chab,010204
01020405,village,ផាត់សណ្តោង,Phat Sandoang,010204
01020406,village,ចារថ្មី,Char Thmei,010204
01020407,village,ផ្អាវថ្មី,Ph'av Thmei,010204
01020408,village,តាសល់,Ta Sal,010204
010205,commune,គយម៉ែង,Koy Maeng,0102
01020501,village,គយម៉ែង,Koy Maeng,010205
01020502,village,ស្តីលើ,Sdei Leu,010205
01020503,village,ផ្លូវសៀម,Phlouv Siem,010205
01020504,village,តានង,Ta Nong,010205
01020505,village,អង្ករខ្មៅ,Angkar Khmau,010205
01020506,village,កសាងថ្មី,Kasang Thmei,010205
01020507,village,ស្ទឹងចាស់,Stueng Chas,010205
01020508,village,ស្តីក្រោម,Sdei Kraom,010205
010206,commune,អូរប្រាសាទ,Ou Prasat,0102
01020601,village,ភ្នំធំត្បូង,Phnum Thum Tboung,010206
01020602,village,ភ្នំប្រាសាទ,Phnum Prasat,010206
01020603,village,ភ្នំធំជើង,Phnum Thum Cheung,010206
01020604,village,ចំការលោក,Chamkar Louk,010206
01020605,village,ភ្នំធំថ្មី,Phnum Thum Thmei,010206
01020606,village,អន្លង់ស្ពី,Anlung Sdei,010206
01020607,village,គោកធ្លង់កើត,Kouk Thlung Kaeut,010206
01020608,village,គោកធ្លង់កណ្តាល,Kouk Thlung Kandal,010206
01020609,village,អូរស្ងួត,Ou Snguot,010206
01020610,village,អូរប្រាសាទ,Ou Prasat,010206
01020611,village,គោកអំពិល,Kouk Ampil,010206
01020612,village,រ៉ាចំការចេក,Ra Chamkar Chek,010206
01020613,village,ពោធិ៍រៀង,Pou Rieng,010206
01020614,village,រូងក្របៅ,Rung Krabau,010206
010207,commune,ភ្នំតូច,Phnum Touch,0102
01020701,village,ភ្នំតូចត្បូង,Phnum Touch Tboung,010207
01020702,village,ភ្នំតូចជើង,Phnum Touch Cheung,010207
01020703,village,ថ្នល់បត់,Thnal Bat,010207
01020704,village,អូរញរ,Ou Nhor,010207
01020705,village,បឹងត្រស់,Boeng Tras,010207
01020706,village,មនោរម្យ,Meaknourum,010207
01020707,village,ប៉ោយតាសេក,Paoy Ta Sek,010207
01020708,village,ព្រៃទទឹង,Prey Totueng,010207
01020709,village,បឹងរាំង,Boeng Reang,010207
01020710,village,វត្តថ្មី,Voat Thmei,010207
010208,commune,រហាត់ទឹក,Rohat Tuek,0102
01020801,village,ពោធិ៍ពីរដើម,Pou Pir Daeum,010208
01020802,village,រហាត់ទឹក,Rohat Tuek,010208
01020803,village,ថ្នល់បត់,Thnal Bat,010208
01020804,village,ក្រមល់,Kramol,010208
01020805,village,ខ្ទុំជ្រុំ,Khtum Chrum,010208
01020806,village,ចកលិច,Chak Lech,010208
01020807,village,ដូនមូល,Doun Mul,010208
01020808,village,ព្រែកសំរោង,Preaek Samraong,010208
01020809,village,អូរដង្កោ,Ou Dangkao,010208
01020810,village,ចំការចេក,Chamkar Chek,010208
01020811,village,អូរជួប,Ou Chuob,010208
01020812,village,កស្វាយ,Ka Svay,010208
01020813,village,ចកកើត,Chak Kaeut,010208
010209,commune,ឬស្សីក្រោក,Ruessei Kraok,0102
01020901,village,អញ្ចាញ,Anhchanh,010209
01020902,village,នាងកេត,Neang Ket,010209
01020903,village,ព្រែករពៅ,Praek Ropov,010209
01020904,village,សាលាដែង,Sala Daeng,010209
01020905,village,សំរោង,Samraong,010209
01020906,village,អន្លង់មានទ្រព្យ,Anlung Mean Trop,010209
01020907,village,ចំការតាដោក,Chamkar Ta Daok,010209
01020908,village,ប្រឡាយហ្លួងក្រោម,Pralay Luong Kraom,010209
01020909,village,ហ្លួង,Luong,010209
01020910,village,អូរតាគល់,Ou Ta Kul,010209
01020911,village,ប្រឡាយហ្លួងលើ,Pralay Luong Leu,010209
01020912,village,គោកស្វាយ,Kouk Svay,010209
01020913,village,អូរតាម៉ា,Ou Ta Ma,010209
01020914,village,កោះកែវ,Kaoh Kaev,010209
01020915,village,ផាស៊ីស្រា,Phasi Sra,010209
01020916,village,ឬស្សីក្រោក,Ruessei Kraok,010209
01020917,village,ជំទាវ,Chumteav,010209
010210,commune,សំបួរ,Sambour,0102
01021001,village,ឆ្នើមមាស,Chhnaeum Meas,010210
01021002,village,ស្រណាល,Sranal,010210
01021003,village,ទ្ប,La,010210
01021004,village,តាមែងពក,Ta Meaeng pok,010210
01021005,village,សំបួរ,Sambour,010210
01021006,village,ដូនឡឹក,Doun Loek,010210
01021007,village,ក្បាលក្របី,Kbal Krabei,010210
01021008,village,ស្រះឈូក,Srah Chhuk,010210
01021009,village,ស្រែព្រៃ,Srae Prey,010210
01021010,village,ចែកអង្ករ,Chaek Angkar,010210
01021011,village,ថ្មដប់,Thma Dab,010210
010211,commune,សឿ,Soea,0102
01021101,village,តាម៉ៅ,Ta Mau,010211
01021102,village,អន្សមចេក,Ansam Chek,010211
01021103,village,ត្នោត,Tnaot,010211
01021104,village,បួរ,Buor,010211
01021105,village,បុស្សឡោក,Bos Laok,010211
01021106,village,សឿ,Soea,010211
01021107,village,បឹងតូច,Boeng Touch,010211
01021108,village,ផ្លូវដំរីលើ,Phlouv Damrei Leu,010211
01021109,village,ផ្លូវដំរីក្រោម,Phlouv Damrei Kraom,010211
01021110,village,អូរសឿ,Ou Soea,010211
01021111,village,គោកសំរោង,Kouk Samraong,010211
01021112,village,បល្ល័ង្គជ្រៃ,Ballang Chrey,010211
01021113,village,អូរជួបថ្មី,Ou Chuob Thmei,010211
010212,commune,ស្រះរាំង,Srah Reang,0102
01021201,village,តាអ៊ិន១,Ta In Muoy,010212
01021202,village,តាអ៊ិន២,Ta In Pir,010212
01021203,village,ក្រូច,Krouch,010212
01021204,village,ចំការចេក,Chamkar Chek,010212
01021205,village,ស្រះរាំង,Srah Reang,010212
01021206,village,តាចាន់,Ta Chan,010212
01021207,village,គោកស្រុក,Kouk Srok,010212
01021208,village,គោកច្រាប,Kouk Chrab,010212
01021209,village,គោកក្រសាំង,Kouk Krasang,010212
010213,commune,តាឡុំ,Ta Lam,0102
01021301,village,ព្រះស្រែ,Preah Sre,010213
01021302,village,តាឡំកណ្តាល,Ta Lam Kandal,010213
01021303,village,តាឡំចុង,Ta Lam Chong,010213
01021304,village,បឹងឃ្លាំងលិច,Boeng Khleang Lech,010213
01021305,village,ចុងគោក,Chong Kouk,010213
01021306,village,បឹងឃ្លាំងកើត,Boeng Khleang Kaeut,010213
01021307,village,ខ្លាខាំឆ្កែ,Khla Kham Chhkae,010213
01021308,village,បឹងវែង,Boeng Veaeng,010213
0103,district,ភ្នំស្រុក,Phnum Srok,01
010301,commune,ណាំតៅ,Nam Tau,0103
01030101,village,រង្វាន,Rongvean,010301
01030102,village,ថ្មីខាងត្បូង,Thmei Khang Tboung,010301
01030103,village,ថ្មីខាងជើង,Thmei Khang Cheung,010301
01030104,village,គោកយាង,Kouk Yeang,010301
01030105,village,គោកចាស់,Kouk Chas,010301
01030106,village,ច្រាប,Chrab,010301
01030107,village,កន្ទួត,Kantuot,010301
01030108,village,ណាំតៅ,Nam Tau,010301
01030109,village,ពង្រ,Pungro,010301
01030110,village,សំរោង,Samraong,010301
01030111,village,ក្នាំងតាគង់,Khnang Ta Kung,010301
01030112,village,ធ្នង់ខាងត្បូង,Thnung Khang Tboung,010301
01030113,village,ធ្នង់ខាងជើង,Thnung Khang Cheung,010301
01030114,village,ស្លែង,Slaeng,010301
01030116,village,យាងឧត្តម,Yeang Otdam,010301
01030117,village,អំពិលកោង,Ampel Kaong,010301
010302,commune,ប៉ោយចារ,Paoy Char,0103
01030201,village,ប៉ោយស្នួល,Paoy Snuol,010302
01030202,village,ប៉ោយចារ,Paoy Char,010302
01030203,village,ត្រពាំងថ្មត្បូង,Trapeang Thma Tboung,010302
01030204,village,ត្រពាំងថ្មជើង,Trapeang Thma Cheung,010302
01030205,village,ត្រពាំងថ្មកណ្តាល,Trapeang Thma Kandal,010302
01030206,village,ប៉ោយតាអុង,Paoy Ta Ong,010302
01030207,village,សំបួរ,Sambuor,010302
01030208,village,ពង្រ,Pungro,010302
01030209,village,កូនខ្លែង​​,Koun Khlaeng,010302
01030210,village,ព្រះអណ្តូង,Preah Andoung,010302
010303,commune,ពន្លៃ,Punley,0103
01030301,village,តាវង,Ta Vong,010303
01030302,village,ពន្លៃ,Punley,010303
01030303,village,ស្វាយ ស,Svay Sor,010303
01030304,village,ស្វាយខ្មៅ,Svay Khmau,010303
01030305,village,គោគតាសុខ,Kouk Ta Sokh,010303
01030306,village,ពោធិ៍រាំបុណ្យ,Pou Roam Bon,010303
010304,commune,ស្ពានស្រែង,Spean Sraeng,0103
01030401,village,រោគ,Rouk,010304
01030402,village,មុខឈ្នាង,Mukh Chhneang,010304
01030403,village,ស្ពាន,Spean,010304
01030404,village,គោកចារ,Kouk Char,010304
01030405,village,កណ្តាល,Kandal,010304
01030406,village,ពង្រ,Pungro,010304
010305,commune,ស្រះជីក,Srah Chik,0103
01030501,village,មាត់ស្រះ,Moat Srah,010305
01030502,village,ស្រះឈូកខាង លិច,Srah Chhuk Khang Lech,010305
01030503,village,ស្រះជីក,Srah Chik,010305
01030504,village,គោកក្រោល,Kouk Kral,010305
01030505,village,គោករំចេក,Kouk Rumchek,010305
01030506,village,គោកតារាជ្យ,Kouk Ta Reach,010305
01030507,village,កណ្តាលខាងលិច,Kandal Khang Lech,010305
01030508,village,កណ្តាលខាងកើត,Kandal Khang Kaeut,010305
01030509,village,ស្រះឈូកខាងកើត,Srah Chhuk Khang Kaeut,010305
010306,commune,ភ្នំដី,Phnum Dei,0103
01030601,village,ភ្នំដី,Phnum Dei,010306
01030602,village,ពន្លៃ,Punley,010306
01030603,village,គោកសេះ,Kouk Seh,010306
01030604,village,ថ្នល់ដាច់,Thnal Dach,010306
01030605,village,បុស្បូវ,Bos Sbouv,010306
01030606,village,ត្រពាំងប្រីយ៍,Trapeang Prei,010306
01030607,village,កំពីងពួយ,Kamping Puoy,010306
01030608,village,ស្ពានក្មេង,Spean Khmeng,010306
01030609,village,ត្រាង,Trang,010306
01030610,village,កំពីងពួយមួយ,Kamping Puoy Muoy,010306
01030611,village,ពន្លៃត្បូង,Punley Tboung,010306
0104,district,ព្រះនេត្រព្រះ,Preah Net Preah,01
010401,commune,ឈ្នួរមានជ័យ,Chhnuo Mean Chey,0104
01040101,village,សំរោងតូច,Samraong Touch,010401
01040102,village,គោកពង្រ,Kouk Pungro,010401
01040103,village,ថ្មគោល,Thma Koul,010401
01040104,village,ប្រពុត,Praput,010401
01040105,village,បន្ទាត់បោះ,Bantoat Baoh,010401
01040106,village,គោកទ្រាស,Kouk Treas,010401
01040107,village,ឈ្នួរ,Chhnuor,010401
01040108,village,សំរោងធំ,Samraong Thum,010401
01040109,village,ឬស្សីខាង,Ruessei Khang,010401
01040110,village,ឬស្សីកណ្តាល,Ruessei Kandal,010401
01040111,village,រពាត់,Ropaot,010401
01040112,village,គោកត្រាច,Kouk Trach,010401
010402,commune,ជប់វារី,Chub Vari,0104
01040201,village,ជប់,Chub,010402
01040202,village,រោលជ្រូក,Roul Chruk,010402
01040203,village,ប្រាសាទ,Prasat,010402
01040204,village,ក្រសាំងថ្មី,Krasang Thmei,010402
01040205,village,ប្រដាក,Pradak,010402
01040206,village,ជ្រាប់ថ្មី,Chroab Thmei,010402
01040207,village,ជ្រាប់ចាស់,Chroab Chas,010402
01040208,village,កក់,Kak,010402
01040209,village,គោកលុន,Kouk Lun,010402
01040210,village,ភ្នំជញ្ជាំង,Phnum Chunhcheang,010402
01040211,village,ចក្រី,Chakkrei,010402
010403,commune,ភ្នំលៀប,Phnum Lieb,0104
01040301,village,ភ្នំលៀបកើត,Phnum Lieb Kaeut,010403
01040302,village,ភ្នំលៀបលិច,Phnum Lieb Lech,010403
01040303,village,ទ្រយោង,Tro Young,010403
01040304,village,ទ្រលោកជើង,Tro Louk Cheung,010403
01040305,village,ទ្រលោកលិច,Tro Louk Lech,010403
01040306,village,ទ្រលោកត្បូង,Tro Louk Tboung,010403
01040307,village,ឡោទេ,Laote,010403
01040308,village,រំដួល,Rumduol,010403
01040309,village,ព្រីងជួរ,Pring Chour,010403
01040310,village,កន្រ្តប់,Kantrab,010403
01040311,village,ត្នោត,Tnaot,010403
01040312,village,អន្លង់សា,Anlung Sa,010403
01040313,village,កណ្តោល,Kandaol,010403
01040314,village,កំបោរ,Kambaor,010403
01040315,village,កាបៅ,Kabau,010403
01040316,village,កំពង់ក្រសាំង,Kampong Krasang,010403
010404,commune,ប្រាសាទ,Prasat,0104
01040401,village,ចារ,Char,010404
01040402,village,បត់គ្រង់,Bat Trang,010404
01040403,village,សំពៅលួន,Sampov Lun,010404
01040404,village,ផ្លូវលាវ,Phlouv Leav,010404
01040405,village,តាអំ,TaAm,010404
01040406,village,អំពិល,Ampil,010404
01040407,village,កណ្តាល,Kandal,010404
01040408,village,ថ្មី,Thmei,010404
01040409,village,ឱម៉ាល់,Aomal,010404
01040410,village,ទម្លាប់,Tumloab,010404
01040411,village,កៀនបន្ទាយ,Kien Banteay,010404
01040412,village,ប្រាសាទ,Prasat,010404
01040413,village,អន្លង់សា,Anlung Sa,010404
01040414,village,កំព្រាម,Kampream,010404
010405,commune,ព្រះនេត្រព្រះ,Preah Net Preah,0104
01040501,village,ប៉ោយក្ដឿង,Paoy Kdoeang,010405
01040502,village,ជើងវត្ត,Cheung Voat,010405
01040503,village,កណ្តាល,Kandal,010405
01040504,village,ប៉ុស្តិចាស់,Pos Chas,010405
01040505,village,ប៉ោយសំរោង,Paoy Samraong,010405
01040506,village,ប៉ោយព្រីង,Paoy Pring,010405
01040507,village,ប៉ោយតាប៉ែន,Paoy Ta Paen,010405
01040508,village,ស្រេះកើត,Sreh Kaeut,010405
01040509,village,ស្រេះលិច,Sreh Lech,010405
01040510,village,គោកស្រុក,Kouk Srok,010405
01040511,village,ស្រមោច,Sramaoch,010405
01040512,village,ពាមស្រេះ,Peam Sreh,010405
01040513,village,ដូនច្រែង,Doun Chraeng,010405
010406,commune,រហាល,Rohal,0104
01040601,village,រហាល,Rohal,010406
01040602,village,សាលាឆេះ,Sala Chheh,010406
01040603,village,ចក,Chak,010406
01040604,village,ទេពកោសា,Tep Kaosa,010406
01040605,village,ស្នាយ,Snay,010406
01040606,village,អន្លង់ថ្ម,Anlung Thma,010406
01040607,village,ពពេល,Popel,010406
01040608,village,ប៉ោយស្វាយ,Paoy Svay,010406
01040609,village,ឬស្សី,Ruessei,010406
01040610,village,ព្រៃមាន់,Prey Moan,010406
01040611,village,ស្ទឹងកំបុត,Stueng Kambot,010406
010407,commune,ទានកាំ,Tean Kam,0104
01040701,village,បន្ទាត់បោះ,Bantoat Baoh,010407
01040702,village,ទានកាំលិច,Tean Kam Lech,010407
01040703,village,ទានកាំជើង,Tean Kam Cheung,010407
01040704,village,ទានកាំត្បូង,Tean Kam Tboung,010407
01040705,village,អូរ,Ou,010407
01040706,village,តាអ៊ុន,Ta Un,010407
010408,commune,ទឹកជោរ,Tuek Chour,0104
01040801,village,ស្មាច់,Smach,010408
01040802,village,ប៉ោយចារ,Paoy Char,010408
01040803,village,តាខែក,Ta Khaek,010408
01040804,village,គោកកី,Kouk kei,010408
01040805,village,ទន្លាប់,Tunloab,010408
01040806,village,គោកទៀម,Kouk Tiem,010408
01040807,village,ចារលើ,Char Leu,010408
01040808,village,កន្ទួត,Kantuot,010408
01040809,village,ថ្មី,Thmei,010408
01040810,village,កណ្តាល,Kandal,010408
01040811,village,ទឹកជោរ,Tuek Chour,010408
01040812,village,តាសៀវ,Ta Siev,010408
01040813,village,កំពង់ថ្កូវ,Kampong Thkouv,010408
01040814,village,តាប៉ុន,Ta Pon,010408
01040815,village,ស្នាយល្អ,Snay L'a,010408
01040816,village,តាដែក,Ta Daek,010408
01040817,village,សំរោង,Samraong,010408
01040818,village,អន្លង់វិល,Anlung Vil,010408
010409,commune,បុស្បូវ,Bos Sbouv,0104
01040901,village,ត្របែក,Trabaek,010409
01040902,village,កណ្តាល,Kandal,010409
01040903,village,គោកធំ,Kouk Thum,010409
01040904,village,បុស្បូវ,Bos Sbouv,010409
01040905,village,សូត្រមន្ត,Sout Mun,010409
01040906,village,ស្រះខ្ទំ,Srah Khtum,010409
01040907,village,តាបៅ,Kabau,010409
01040908,village,ក្បាលខ្ទីង,Kbal Khting,010409
01040909,village,ស្មាច់,Smach,010409
01040910,village,បឹងវែង,Boeng Veaeng,010409
01040911,village,បន្ទាត់បោះ,Bantoat Baoh,010409
01040912,village,ព្រីងកោង,Pring Kaong,010409
01040913,village,ខ្ចាស់,Khchas,010409
01040914,village,ខ្ញែរ,Khnhaer,010409
01040915,village,ឃូស្វាយ,Khu Svay,010409
01040916,village,ខ្វាវ,Khvav,010409
01040917,village,ត្បែង,Tbaeng,010409
0105,district,អូរជ្រៅ,Ou Chrov,01
010501,commune,ចង្ហា,Changha,0105
01050101,village,បឹងសិលា,Boeng Sela,010501
01050102,village,តាជ្រឹង,Ta Chrueng,010501
01050103,village,តាផោក,Ta Phaok,010501
01050104,village,ប៉ោយវត្ត,Paoy Voat,010501
01050105,village,ឈូក,Chhuk,010501
01050106,village,ជ្រៃ,Chrey,010501
010502,commune,កូប,Koub,0105
01050201,village,យាងថ្មី,Yeang Thmei,010502
01050202,village,ម៉ក់ហឺន,Mak Heun,010502
01050203,village,វាំងមួង,Veang Muong,010502
01050204,village,កូបកើត,Koub Kaeut,010502
01050205,village,ខៃដន,Khai Dan,010502
01050206,village,ណាកាឆាយ,Naka Chhay,010502
01050207,village,កូបលិច,Koub Lech,010502
01050208,village,កូបជើង,Koub Cheung,010502
01050209,village,អូរជ្រៅ,Ou Chrov,010502
01050210,village,សូរិយាថ្មី,Souriya Thei,010502
01050211,village,កូនត្រី,Koun Trei,010502
010503,commune,គុត្តសត,Kuttaksat,0105
01050301,village,កូបតូច,Koub Touch,010503
01050302,village,កោះចារ,Kaoh Char,010503
01050303,village,គុត្តសត,Kuttaksat,010503
01050304,village,យាយអត,Yeay At,010503
010505,commune,សំរោង,Samraong,0105
01050501,village,បន្លិច,Banlech,010505
01050502,village,អ្នកតាឈរ,Neak Ta Chhor,010505
01050503,village,សំរោង,Samraong,010505
01050504,village,កំពង់រាប,Kampong Reab,010505
01050505,village,ថ្ម,Thmei,010505
01050506,village,ធ្មេញត្រី,Thmenh Trei,010505
01050507,village,បត់ត្រង់,Bat Trang,010505
01050508,village,អញ្ចាញ,Anhchanh,010505
01050509,village,វត្ត,Voat,010505
01050510,village,កណ្តាល,Kandal,010505
010506,commune,សូភី,Souphi,0105
01050601,village,សូភីជើង,Souphi Cheung,010506
01050602,village,សូភីកណ្តាល,Souphi Kandal,010506
01050603,village,សូភីត្បូង,Souphi Tboung,010506
01050604,village,គោកចក,Kouk Chak,010506
01050605,village,គោកព្រិច,Kouk Prich,010506
010507,commune,សឹង្ហ,Soeng,0105
01050701,village,សឹង្ហលិច,Soeng Lech,010507
01050702,village,រកា,Roka,010507
01050703,village,អន្លង់ស្វាយ,Anlung Svay,010507
01050704,village,សឹង្ហត្បូង,Soeng Tboung,010507
01050705,village,ផ្គាំ,Phkoam,010507
01050706,village,ពង្រ,Pungro,010507
01050707,village,ត្នោត,Tnaot,010507
01050708,village,កណ្តាល,Kandal,010507
01050709,village,រុន,Run,010507
010509,commune,អូរបីជាន់,Ou Beichaon,0105
01050901,village,បន្ទាយថ្មី,Banteay Thmei,010509
01050902,village,ជោគជ័យ,Chouk Cheay,010509
01050903,village,អូរបីជាន់,Ou Beichaon,010509
01050904,village,ប្រាសាទ,Prasat,010509
01050905,village,ព្រៃចាន់,Prey Chan,010509
01050906,village,ព្រាវចាស់,Preav Chas,010509
01050907,village,សិលាខ្មែរ,Sela Khmer,010509
01050908,village,ស្នួលទ្រេត,Snuol Tret,010509
01050909,village,ថ្នល់បត់,Thnal Bat,010509
01050910,village,ទំនប់ដាច់,Tumnub Dach,010509
01050911,village,យាងដង្គំ,Yeang Dangkum,010509
0106,district,​ សិរីសោភ័ណ,Serei SaoPhoan,01
010602,commune,កំពង់ស្វាយ,Kampong Svay,0106
01060201,village,កំពង់ស្វាយ,Kampong Svay,010602
01060202,village,កងរ៉ា,Kangva,010602
01060203,village,ភូមិ ២,Phum Pir,010602
01060204,village,ពង្រ,Pungro,010602
01060205,village,សូភី,Souphi,010602
01060206,village,តារាងបាល់,Tarang Bal,010602
01060207,village,កន្ទួត,Kantuot,010602
01060208,village,ខ្លាកូនចាស់,Khla Koun Chas,010602
01060209,village,ខ្លាកូនថ្មី,Khla Koun Thmei,010602
010603,commune,កោះពងសត្វ,Kaoh Pong Sat,0106
01060301,village,កោះពងសត្វ,Kaoh Pong Sat,010603
01060302,village,តាសុខ,Ta Sokh,010603
01060303,village,ព្រះអង្គ,Preah Ang,010603
01060304,village,ស្នាយដង្គត់,Snay Dangkut,010603
01060305,village,អង្គាបុស្ប,Angkea Bos,010603
010604,commune,ម្កាក់,Mkak,0106
01060401,village,ម្កាក់,Mkak,010604
01060402,village,ក្បាលស្ពាន,Kbal Spean,010604
01060403,village,តាម៉ា,TaMa,010604
01060404,village,គោកលៀប,Kouk Lieb,010604
01060405,village,ឈូក,Chhuk,010604
01060406,village,ដូនឡី,Doun Lei,010604
01060407,village,បែកចាន,Baek Chan,010604
010605,commune,អូរអំបិល,Ou Ambel,0106
01060501,village,សែសិន,Se Sen,010605
01060502,village,គោរដ្ឋាន,Koureakthan,010605
01060503,village,រោងម៉ាស៊ីន,Roung Masin,010605
01060504,village,ព្រហូត,Prohut,010605
01060505,village,អូរអំបិល,Ou Ambel,010605
010606,commune,ភ្នៀត,Phniet,0106
01060601,village,កន្ទួត,Kantuot,010606
01060602,village,កំព្រីង,Kampring,010606
01060603,village,ភ្ញៀត,Phniet,010606
01060604,village,អ្នកតា,Neak Ta,010606
01060605,village,ថ្មី,Thmei,010606
01060606,village,បង្រុះ,Bangruh,010606
01060607,village,សាលាក្រៅ,Sala Krau,010606
010607,commune,ព្រះពន្លា,Preah Punlea,0106
01060701,village,ចក,Chak,010607
01060702,village,ភូមិ ១,Phum Muoy,010607
01060703,village,ភូមិ ៣,Phum Bei,010607
01060704,village,ភូមិ ៤,Phum Buon,010607
01060705,village,ព្រៃឬស្សី,Prey Ruessei,010607
01060706,village,ព្រះពន្លា,Preah Punlea,010607
01060707,village,ក្បាលស្ពាន,Kbal Spean,010607
010608,commune,ទឹកថ្លា,Tuek Thla,0106
01060801,village,គាប,Keab,010608
01060802,village,ទំនប់ជ្រៃ,Tumnub Chrey,010608
01060803,village,ទឹកថ្លា,Tuek Thla,010608
01060805,village,ភ្នំបាក់,Phnum Bak,010608
01060806,village,ដីឡូតិ៍,Dei Lou,010608
01060807,village,បាណយ,Banoy,010608
0107,district,ថ្មពួក,Thma Puok,01
010701,commune,បន្ទាយឆ្មារ,Banteay Chhmar,0107
01070101,village,គោកសំរោង,Kouk Samraong,010701
01070102,village,ក្បាលទន្សោង,Kbal Tunsoang,010701
01070103,village,បន្ទាយឆ្មារជើង,Banteay Chhmar Cheung,010701
01070105,village,ក្បាលក្របី,Banteay Krabey,010701
01070106,village,បន្ទាយឆ្មារត្បូង,Banteay Chhmar Tboung,010701
01070107,village,បន្ទាយឆ្មារលិច,Banteay Chhmar Lech,010701
01070108,village,ថ្មដែកកេះ,Thma Dekkeh,010701
01070109,village,ធ្លក,Thlok,010701
01070110,village,គោកសំរោងកើត,Kouk Samraong Kaet,010701
01070111,village,ស្រះជ្រៃ,Srah Chrey,010701
01070112,village,ដងរ៉ែក,Dang Raek,010701
01070113,village,ប្រាសាទត្បែង,Prasat Thaeng,010701
01070114,village,ព្រៃសង្ហា,Prey Sangha,010701
01070115,village,ត្រពាំងធ្លក,Trapeang Thlok,010701
01070116,village,ថ្មរមៀលកើត,Thma Romiel Keurt,010701
01070117,village,ថ្មរមៀលលិច,Thma Romiel Lech,010701
010702,commune,គោករមៀត,Kouk Romiet,0107
01070201,village,គោកព្រេច,Kouk Prech,010702
01070202,village,ស្រែល្អ,Srae La,010702
01070203,village,គោករមៀត,Kouk Romiet,010702
01070204,village,ស្តៅ,Sdau,010702
01070205,village,ថ្មី,Thmei,010702
01070206,village,តាឡី,Ta Lei,010702
01070207,village,សេរីកា,Sereika,010702
01070208,village,តាសុង,Ta Song,010702
01070209,village,ត្រពាំងសំរោង,Trapeang Samraong,010702
